mol_id,reason,detail,retained_id
gdb_29168,uncharacterized,,
gdb_29169,uncharacterized,,
gdb_29170,uncharacterized,,
gdb_29172,uncharacterized,,
gdb_29174,uncharacterized,,
gdb_29176,uncharacterized,,
gdb_29178,uncharacterized,,
gdb_29180,uncharacterized,,
gdb_29182,invalid_structure,"Explicit valence for atom # 1 C, 4, is greater than permitted",
gdb_29183,invalid_structure,"Explicit valence for atom # 1 C, 4, is greater than permitted",
gdb_29195,invalid_structure,"Explicit valence for atom # 1 C, 4, is greater than permitted",
gdb_29196,invalid_structure,"Explicit valence for atom # 1 C, 4, is greater than permitted",
gdb_29197,invalid_structure,"Explicit valence for atom # 1 C, 4, is greater than permitted",
gdb_29198,invalid_structure,"Explicit valence for atom # 1 C, 4, is greater than permitted",
gdb_29199,invalid_structure,"Explicit valence for atom # 1 C, 4, is greater than permitted",
gdb_29200,invalid_structure,"Explicit valence for atom # 1 C, 4, is greater than permitted",
gdb_29206,invalid_structure,"Explicit valence for atom # 1 C, 4, is greater than permitted",
gdb_29213,uncharacterized,,
gdb_29240,uncharacterized,,
gdb_29245,invalid_structure,"Explicit valence for atom # 1 C, 4, is greater than permitted",
gdb_29251,uncharacterized,,
gdb_29260,uncharacterized,,
gdb_29558,uncharacterized,,
gdb_29561,uncharacterized,,
gdb_29564,uncharacterized,,
gdb_29566,uncharacterized,,
gdb_29624,uncharacterized,,
gdb_29626,uncharacterized,,
gdb_29639,uncharacterized,,
gdb_29640,uncharacterized,,
gdb_29641,uncharacterized,,
gdb_29642,uncharacterized,,
gdb_29643,uncharacterized,,
gdb_29644,uncharacterized,,
gdb_29645,uncharacterized,,
gdb_29646,uncharacterized,,
gdb_29663,uncharacterized,,
gdb_29664,uncharacterized,,
gdb_29668,uncharacterized,,
gdb_29675,uncharacterized,,
gdb_29677,uncharacterized,,
gdb_29846,uncharacterized,,
gdb_29847,uncharacterized,,
gdb_29851,uncharacterized,,
gdb_29865,uncharacterized,,
gdb_29866,uncharacterized,,
gdb_29867,uncharacterized,,
gdb_29871,uncharacterized,,
gdb_29880,uncharacterized,,
gdb_29881,uncharacterized,,
gdb_29947,uncharacterized,,
gdb_29951,uncharacterized,,
gdb_29953,uncharacterized,,
gdb_29961,uncharacterized,,
gdb_30048,uncharacterized,,
gdb_30202,uncharacterized,,
gdb_30230,uncharacterized,,
gdb_30232,uncharacterized,,
gdb_30234,uncharacterized,,
gdb_30372,uncharacterized,,
gdb_30373,uncharacterized,,
gdb_30375,uncharacterized,,
gdb_30385,invalid_structure,"Explicit valence for atom # 4 C, 4, is greater than permitted",
gdb_30390,uncharacterized,,
gdb_30391,invalid_structure,"Explicit valence for atom # 6 C, 4, is greater than permitted",
gdb_30392,invalid_structure,"Explicit valence for atom # 6 C, 4, is greater than permitted",
gdb_30396,uncharacterized,,
gdb_30397,uncharacterized,,
gdb_30398,uncharacterized,,
gdb_30399,uncharacterized,,
gdb_30400,invalid_structure,"Explicit valence for atom # 6 C, 4, is greater than permitted",
gdb_30401,uncharacterized,,
gdb_30404,invalid_structure,"Explicit valence for atom # 7 C, 4, is greater than permitted",
gdb_30406,uncharacterized,,
gdb_30408,uncharacterized,,
gdb_30409,uncharacterized,,
gdb_30410,invalid_structure,"Explicit valence for atom # 7 C, 4, is greater than permitted",
gdb_30412,uncharacterized,,
gdb_30427,invalid_structure,"Explicit valence for atom # 6 C, 4, is greater than permitted",
gdb_30428,invalid_structure,"Explicit valence for atom # 4 C, 4, is greater than permitted",
gdb_30429,invalid_structure,"Explicit valence for atom # 4 C, 4, is greater than permitted",
gdb_30435,uncharacterized,,
gdb_30439,invalid_structure,"Explicit valence for atom # 4 C, 4, is greater than permitted",
gdb_30440,invalid_structure,"Explicit valence for atom # 4 C, 4, is greater than permitted",
gdb_30441,invalid_structure,"Explicit valence for atom # 4 C, 4, is greater than permitted",
gdb_30442,invalid_structure,"Explicit valence for atom # 4 C, 4, is greater than permitted",
gdb_30443,uncharacterized,,
gdb_30449,uncharacterized,,
gdb_30457,uncharacterized,,
gdb_30459,invalid_structure,"Explicit valence for atom # 5 C, 4, is greater than permitted",
gdb_30460,invalid_structure,"Explicit valence for atom # 5 C, 4, is greater than permitted",
gdb_30461,invalid_structure,"Explicit valence for atom # 5 C, 4, is greater than permitted",
gdb_30462,uncharacterized,,
gdb_30465,uncharacterized,,
gdb_30471,invalid_structure,"Explicit valence for atom # 5 C, 4, is greater than permitted",
gdb_30472,invalid_structure,"Explicit valence for atom # 5 C, 4, is greater than permitted",
gdb_30474,invalid_structure,"Explicit valence for atom # 5 C, 4, is greater than permitted",
gdb_30476,uncharacterized,,
gdb_30477,uncharacterized,,
gdb_30488,uncharacterized,,
gdb_30490,uncharacterized,,
gdb_30491,invalid_structure,"Explicit valence for atom # 6 C, 4, is greater than permitted",
gdb_30492,invalid_structure,"Explicit valence for atom # 6 C, 4, is greater than permitted",
gdb_30493,uncharacterized,,
gdb_30495,uncharacterized,,
gdb_30497,invalid_structure,"Explicit valence for atom # 6 C, 4, is greater than permitted",
gdb_30498,invalid_structure,"Explicit valence for atom # 6 C, 4, is greater than permitted",
gdb_30499,uncharacterized,,
gdb_30508,invalid_structure,"Explicit valence for atom # 7 C, 4, is greater than permitted",
gdb_30509,uncharacterized,,
gdb_30510,uncharacterized,,
gdb_30511,invalid_structure,"Explicit valence for atom # 7 C, 4, is greater than permitted",
gdb_30514,invalid_structure,"Explicit valence for atom # 7 C, 4, is greater than permitted",
gdb_30516,uncharacterized,,
gdb_30548,uncharacterized,,
gdb_30549,uncharacterized,,
gdb_30553,uncharacterized,,
gdb_30706,uncharacterized,,
gdb_30713,uncharacterized,,
gdb_30762,uncharacterized,,
gdb_30763,uncharacterized,,
gdb_30787,uncharacterized,,
gdb_30788,uncharacterized,,
gdb_30798,uncharacterized,,
gdb_30902,uncharacterized,,
gdb_30903,uncharacterized,,
gdb_30904,uncharacterized,,
gdb_30928,uncharacterized,,
gdb_30929,uncharacterized,,
gdb_30932,uncharacterized,,
gdb_30933,uncharacterized,,
gdb_30936,uncharacterized,,
gdb_30939,uncharacterized,,
gdb_30940,uncharacterized,,
gdb_30945,uncharacterized,,
gdb_30946,uncharacterized,,
gdb_30949,uncharacterized,,
gdb_30951,uncharacterized,,
gdb_30953,uncharacterized,,
gdb_30955,uncharacterized,,
gdb_30956,uncharacterized,,
gdb_30959,uncharacterized,,
gdb_30961,uncharacterized,,
gdb_30962,uncharacterized,,
gdb_30967,uncharacterized,,
gdb_30968,uncharacterized,,
gdb_30973,uncharacterized,,
gdb_30974,uncharacterized,,
gdb_30977,uncharacterized,,
gdb_30980,uncharacterized,,
gdb_30984,uncharacterized,,
gdb_30986,uncharacterized,,
gdb_30989,uncharacterized,,
gdb_30990,uncharacterized,,
gdb_30993,uncharacterized,,
gdb_30994,uncharacterized,,
gdb_30995,uncharacterized,,
gdb_30996,uncharacterized,,
gdb_30998,uncharacterized,,
gdb_31000,uncharacterized,,
gdb_31007,uncharacterized,,
gdb_31013,uncharacterized,,
gdb_31107,uncharacterized,,
gdb_31109,uncharacterized,,
gdb_31110,uncharacterized,,
gdb_31111,uncharacterized,,
gdb_31112,uncharacterized,,
gdb_31115,uncharacterized,,
gdb_31125,uncharacterized,,
gdb_31170,uncharacterized,,
gdb_31171,uncharacterized,,
gdb_31344,uncharacterized,,
gdb_31345,uncharacterized,,
gdb_31350,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_31351,uncharacterized,,
gdb_31352,uncharacterized,,
gdb_31356,uncharacterized,,
gdb_31361,uncharacterized,,
gdb_31362,uncharacterized,,
gdb_31363,uncharacterized,,
gdb_31369,uncharacterized,,
gdb_31374,uncharacterized,,
gdb_31375,uncharacterized,,
gdb_31376,uncharacterized,,
gdb_31377,uncharacterized,,
gdb_31383,uncharacterized,,
gdb_31384,uncharacterized,,
gdb_31385,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_31389,uncharacterized,,
gdb_31390,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_31391,uncharacterized,,
gdb_31392,uncharacterized,,
gdb_31395,uncharacterized,,
gdb_31396,uncharacterized,,
gdb_31401,uncharacterized,,
gdb_31402,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_31403,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_31408,uncharacterized,,
gdb_31409,uncharacterized,,
gdb_31420,uncharacterized,,
gdb_31422,uncharacterized,,
gdb_31434,uncharacterized,,
gdb_31435,uncharacterized,,
gdb_31436,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_31441,uncharacterized,,
gdb_31442,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_31443,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_31503,uncharacterized,,
gdb_31599,uncharacterized,,
gdb_31625,uncharacterized,,
gdb_31629,uncharacterized,,
gdb_31631,uncharacterized,,
gdb_31633,uncharacterized,,
gdb_32005,uncharacterized,,
gdb_32008,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32011,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32014,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32017,uncharacterized,,
gdb_32018,uncharacterized,,
gdb_32021,uncharacterized,,
gdb_32035,uncharacterized,,
gdb_32053,uncharacterized,,
gdb_32056,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32060,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32064,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32067,uncharacterized,,
gdb_32068,uncharacterized,,
gdb_32275,uncharacterized,,
gdb_32285,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32288,uncharacterized,,
gdb_32291,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32294,uncharacterized,,
gdb_32297,uncharacterized,,
gdb_32303,uncharacterized,,
gdb_32305,uncharacterized,,
gdb_32307,uncharacterized,,
gdb_32309,uncharacterized,,
gdb_32314,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32317,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32319,uncharacterized,,
gdb_32321,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32324,uncharacterized,,
gdb_32326,uncharacterized,,
gdb_32327,uncharacterized,,
gdb_32332,uncharacterized,,
gdb_32337,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32338,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32339,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32346,uncharacterized,,
gdb_32352,uncharacterized,,
gdb_32356,uncharacterized,,
gdb_32362,uncharacterized,,
gdb_32366,uncharacterized,,
gdb_32367,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32368,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32410,uncharacterized,,
gdb_32464,uncharacterized,,
gdb_32469,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32472,invalid_structure,"Explicit valence for atom # 5 C, 4, is greater than permitted",
gdb_32543,uncharacterized,,
gdb_32546,uncharacterized,,
gdb_32552,uncharacterized,,
gdb_32559,uncharacterized,,
gdb_32561,invalid_structure,"Explicit valence for atom # 2 C, 4, is greater than permitted",
gdb_32563,uncharacterized,,
gdb_32564,uncharacterized,,
gdb_32565,uncharacterized,,
gdb_32604,uncharacterized,,
gdb_32607,uncharacterized,,
gdb_32610,uncharacterized,,
gdb_32612,uncharacterized,,
gdb_32615,uncharacterized,,
gdb_32670,uncharacterized,,
gdb_32689,uncharacterized,,
gdb_32692,uncharacterized,,
gdb_32700,invalid_structure,"Explicit valence for atom # 6 C, 4, is greater than permitted",
gdb_32705,uncharacterized,,
gdb_32760,uncharacterized,,
gdb_32813,uncharacterized,,
gdb_32814,uncharacterized,,
gdb_32826,uncharacterized,,
gdb_32827,uncharacterized,,
gdb_32866,uncharacterized,,
gdb_32885,uncharacterized,,
gdb_32942,uncharacterized,,
gdb_32943,uncharacterized,,
gdb_32964,uncharacterized,,
gdb_32965,uncharacterized,,
gdb_33034,uncharacterized,,
gdb_33037,uncharacterized,,
gdb_33038,uncharacterized,,
gdb_33041,uncharacterized,,
gdb_33043,uncharacterized,,
gdb_33046,uncharacterized,,
gdb_33049,uncharacterized,,
gdb_33050,uncharacterized,,
gdb_33053,uncharacterized,,
gdb_33056,uncharacterized,,
gdb_33057,uncharacterized,,
gdb_33060,uncharacterized,,
gdb_33063,uncharacterized,,
gdb_33064,uncharacterized,,
gdb_33101,uncharacterized,,
gdb_33102,uncharacterized,,
gdb_33115,uncharacterized,,
gdb_33116,uncharacterized,,
gdb_33137,uncharacterized,,
gdb_33145,uncharacterized,,
gdb_33174,uncharacterized,,
gdb_33177,uncharacterized,,
gdb_33287,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_33291,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_33314,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_33317,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_33432,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_33436,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_33440,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_33700,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_33704,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_33721,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_33724,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_33751,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_33761,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_33762,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_34134,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_34138,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_34144,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_34153,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_34154,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_34155,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_34426,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_34430,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_34433,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_34437,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_34440,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_34443,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_34446,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_34449,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_34514,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_34517,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_34783,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_34788,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_34789,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_34794,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_34819,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_34820,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_34829,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_34837,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_34838,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_34842,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_35167,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_35174,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_35339,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_35346,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_35380,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_35382,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_35386,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_35390,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_35393,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_36164,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_36167,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_36168,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_36169,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_36173,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_36177,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_36178,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_36179,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_36253,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_36256,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_36260,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_36263,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_36596,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_36602,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_36638,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_36639,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_36641,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_36643,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_36647,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_36649,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_36837,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_36840,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_36843,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_36877,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_36880,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_36882,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_36885,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_36995,uncharacterized,,
gdb_36996,uncharacterized,,
gdb_36997,uncharacterized,,
gdb_36999,uncharacterized,,
gdb_37079,uncharacterized,,
gdb_37080,uncharacterized,,
gdb_37081,uncharacterized,,
gdb_37082,uncharacterized,,
gdb_37150,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_37151,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_37159,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_37163,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_37164,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_37494,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_37498,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_37537,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_37541,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_37542,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_37547,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_37549,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_37551,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_37552,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_37556,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_37558,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_37570,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_37571,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_37572,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_37574,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_37576,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_37577,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_37604,uncharacterized,,
gdb_37605,uncharacterized,,
gdb_37606,uncharacterized,,
gdb_37607,uncharacterized,,
gdb_37608,uncharacterized,,
gdb_37697,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_37700,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_37715,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_37716,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_37740,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_37741,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_37743,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_37749,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_37750,uncharacterized,,
gdb_37751,uncharacterized,,
gdb_37752,uncharacterized,,
gdb_37754,uncharacterized,,
gdb_37755,uncharacterized,,
gdb_37757,uncharacterized,,
gdb_37758,uncharacterized,,
gdb_37759,uncharacterized,,
gdb_37760,uncharacterized,,
gdb_37761,uncharacterized,,
gdb_37776,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_37813,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_37814,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_37818,invalid_structure,"Explicit valence for atom # 6 C, 5, is greater than permitted",
gdb_37819,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_37825,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_37826,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_37827,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_37832,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_37835,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_37840,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_37843,uncharacterized,,
gdb_37845,uncharacterized,,
gdb_37868,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_37872,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_37894,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_37895,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_37896,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_37900,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_37902,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_37919,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_37946,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_37947,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_37949,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_37985,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_37986,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_37991,uncharacterized,,
gdb_37992,uncharacterized,,
gdb_37993,uncharacterized,,
gdb_38078,uncharacterized,,
gdb_38079,uncharacterized,,
gdb_38080,uncharacterized,,
gdb_38081,uncharacterized,,
gdb_38082,uncharacterized,,
gdb_38083,uncharacterized,,
gdb_38084,uncharacterized,,
gdb_38085,uncharacterized,,
gdb_38175,uncharacterized,,
gdb_38176,uncharacterized,,
gdb_38177,uncharacterized,,
gdb_38178,uncharacterized,,
gdb_38190,invalid_structure,"Explicit valence for atom # 2 C, 5, is greater than permitted",
gdb_38195,invalid_structure,"Explicit valence for atom # 3 C, 5, is greater than permitted",
gdb_38196,uncharacterized,,
gdb_38197,uncharacterized,,
gdb_38199,uncharacterized,,
gdb_38210,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38211,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38222,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38223,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38241,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38242,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38267,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38268,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38269,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38270,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38271,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38276,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_38277,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_38279,invalid_structure,"Explicit valence for atom # 4 C, 5, is greater than permitted",
gdb_38290,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_38293,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_38323,invalid_structure,"Explicit valence for atom # 5 C, 5, is greater than permitted",
gdb_38324,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38325,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38329,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38330,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38335,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38336,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38337,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38343,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
gdb_38344,invalid_structure,"Explicit valence for atom # 1 C, 5, is greater than permitted",
